Date,Price,Open,High,Low,Change %
19-Nov-98,295.75,296.8,295.75,295.75,-0.50%
18-Nov-98,297.25,294.05,297.25,297.25,0.92%
17-Nov-98,294.55,294.8,294.55,294.55,-0.14%
16-Nov-98,294.95,295.75,294.95,294.95,-0.30%
13-Nov-98,295.85,296.75,295.85,295.85,-0.30%
12-Nov-98,296.75,293.4,296.75,296.75,1.30%
11-Nov-98,292.95,293.35,292.95,292.95,-0.10%
10-Nov-98,293.25,292.75,293.25,293.25,0.17%
9-Nov-98,292.75,292.85,292.75,292.75,-0.10%
6-Nov-98,293.05,293.65,293.05,293.05,-0.31%
5-Nov-98,293.95,290.85,293.95,293.95,1.10%
4-Nov-98,290.75,288.95,290.75,290.75,0.55%
3-Nov-98,289.15,290,289.15,289.15,-0.38%
2-Nov-98,290.25,292.75,290.25,290.25,-0.79%
30-Oct-98,292.55,293.65,292.55,292.55,-0.37%
29-Oct-98,293.65,293.2,293.65,293.65,0.20%
28-Oct-98,293.05,293.7,293.05,293.05,-0.20%
27-Oct-98,293.65,292.15,293.65,293.65,0.39%
26-Oct-98,292.5,292.8,292.5,292.5,-0.15%
23-Oct-98,292.95,292.35,292.95,292.95,0.14%
22-Oct-98,292.55,295.35,292.55,292.55,-0.91%
21-Oct-98,295.25,296.6,295.25,295.25,-0.34%
20-Oct-98,296.25,295.95,296.25,296.25,0.03%
19-Oct-98,296.15,299.95,296.15,296.15,-1.27%
16-Oct-98,299.95,300,299.95,299.95,0.15%
15-Oct-98,299.5,296.1,299.5,299.5,1.13%
14-Oct-98,296.15,296.7,296.15,296.15,-0.13%
13-Oct-98,296.55,296.35,296.55,296.55,0.10%
12-Oct-98,296.25,296.7,296.25,296.25,-0.17%
9-Oct-98,296.75,301.55,296.75,296.75,-0.97%
8-Oct-98,299.65,301.3,299.65,299.65,-0.63%
7-Oct-98,301.55,296.8,301.55,301.55,1.79%
6-Oct-98,296.25,296.25,296.25,296.25,-0.13%
5-Oct-98,296.65,300.35,296.65,296.65,-1.30%
2-Oct-98,300.55,300.2,300.55,300.55,0.23%
1-Oct-98,299.85,296.55,299.85,299.85,0.98%
30-Sep-98,296.95,294.95,296.95,296.95,0.75%
29-Sep-98,294.75,296.15,294.75,294.75,-0.34%
28-Sep-98,295.75,294.25,295.75,295.75,0.54%
25-Sep-98,294.15,293.95,294.15,294.15,0.00%
24-Sep-98,294.15,289.75,294.15,294.15,1.52%
23-Sep-98,289.75,287.75,289.75,289.75,0.66%
22-Sep-98,287.85,288.75,287.85,287.85,-0.38%
21-Sep-98,288.95,290.65,288.95,288.95,-0.86%
18-Sep-98,291.45,291.5,291.45,291.45,0.00%
17-Sep-98,291.45,287.9,291.45,291.45,1.25%
16-Sep-98,287.85,289.45,287.85,287.85,-0.72%
15-Sep-98,289.95,290.05,289.95,289.95,-0.14%
14-Sep-98,290.35,292.7,290.35,290.35,-1.16%
11-Sep-98,293.75,290.75,293.75,293.75,1.14%
10-Sep-98,290.45,284.25,290.45,290.45,2.18%
9-Sep-98,284.25,286.1,284.25,284.25,-0.63%
8-Sep-98,286.05,288.25,286.05,286.05,-0.83%
7-Sep-98,288.45,287.05,288.45,288.45,0.56%
4-Sep-98,286.85,285.2,286.85,286.85,0.67%
3-Sep-98,284.95,280.1,284.95,284.95,1.71%
2-Sep-98,280.15,278.8,280.15,280.15,0.47%
1-Sep-98,278.85,277.35,278.85,278.85,0.80%
31-Aug-98,276.65,274.15,276.65,276.65,0.84%
28-Aug-98,274.35,277.05,274.35,274.35,-0.80%
27-Aug-98,276.55,281.85,276.55,276.55,-2.02%
26-Aug-98,282.25,283.25,282.25,282.25,-0.28%
25-Aug-98,283.05,284.65,283.05,283.05,-0.56%
24-Aug-98,284.65,284.25,284.65,284.65,-0.05%
21-Aug-98,284.8,284.75,284.8,284.8,-0.12%
20-Aug-98,285.15,283.55,285.15,285.15,0.64%
19-Aug-98,283.35,285.25,283.35,283.35,-0.56%
18-Aug-98,284.95,285,284.95,284.95,-0.04%
17-Aug-98,285.05,283.8,285.05,285.05,0.35%
14-Aug-98,284.05,285.65,284.05,284.05,-0.46%
13-Aug-98,285.35,283,285.35,285.35,0.92%
12-Aug-98,282.75,284.05,282.75,282.75,-0.42%
11-Aug-98,283.95,286.85,283.95,283.95,-1.22%
10-Aug-98,287.45,286.85,287.45,287.45,0.28%
7-Aug-98,286.65,287.55,286.65,286.65,-0.24%
6-Aug-98,287.35,287.75,287.35,287.35,-0.21%
5-Aug-98,287.95,288.55,287.95,287.95,-0.35%
4-Aug-98,288.95,283.5,288.95,288.95,1.79%
3-Aug-98,283.88,286.62,283.88,283.88,-0.90%
31-Jul-98,286.45,288.75,286.45,286.45,-1.05%
30-Jul-98,289.5,290.3,289.5,289.5,-0.19%
29-Jul-98,290.05,291.65,290.05,290.05,-0.58%
28-Jul-98,291.75,289.75,291.75,291.75,0.48%
27-Jul-98,290.35,291.5,290.35,290.35,-0.38%
24-Jul-98,291.45,293.75,291.45,291.45,-0.66%
23-Jul-98,293.4,294.25,293.4,293.4,-0.25%
22-Jul-98,294.15,295.05,294.15,294.15,-0.24%
21-Jul-98,294.85,295.85,294.85,294.85,-0.44%
20-Jul-98,296.15,294.5,296.15,296.15,0.56%
17-Jul-98,294.5,293.4,294.5,294.5,0.36%
16-Jul-98,293.45,293.65,293.45,293.45,-0.10%
15-Jul-98,293.75,293.45,293.75,293.75,0.20%
14-Jul-98,293.15,291.85,293.15,293.15,0.51%
13-Jul-98,291.65,289.85,291.65,291.65,0.28%
10-Jul-98,290.85,291.25,290.85,290.85,-0.29%
9-Jul-98,291.7,293.35,291.7,291.7,-0.53%
8-Jul-98,293.25,295.15,293.25,293.25,-0.61%
7-Jul-98,295.05,293.35,295.05,295.05,0.61%
6-Jul-98,293.25,294.1,293.25,293.25,-0.51%
3-Jul-98,294.75,293.95,294.75,294.75,0.31%
2-Jul-98,293.85,296.35,293.85,293.85,-0.88%
1-Jul-98,296.45,296.95,296.45,296.45,-0.17%
30-Jun-98,296.95,293.45,296.95,296.95,1.12%
29-Jun-98,293.65,293.15,293.65,293.65,-0.07%
26-Jun-98,293.85,293.65,293.85,293.85,-0.02%
25-Jun-98,293.9,292.45,293.9,293.9,0.36%
24-Jun-98,292.85,294.8,292.85,292.85,-0.75%
23-Jun-98,295.05,295.65,295.05,295.05,-0.14%
22-Jun-98,295.45,297,295.45,295.45,-1.10%
19-Jun-98,298.75,293.15,298.75,298.75,1.88%
18-Jun-98,293.25,293.65,293.25,293.25,-0.07%
17-Jun-98,293.45,288.8,293.45,293.45,1.66%
16-Jun-98,288.65,284.55,288.65,288.65,1.33%
15-Jun-98,284.85,285.55,284.85,284.85,-0.40%
12-Jun-98,286,286.6,286,286,-0.30%
11-Jun-98,286.85,292.85,286.85,286.85,-2.18%
10-Jun-98,293.25,293.5,293.25,293.25,-0.14%
9-Jun-98,293.65,295.35,293.65,293.65,-0.88%
8-Jun-98,296.25,291.7,296.25,296.25,1.58%
5-Jun-98,291.65,293.5,291.65,291.65,-0.70%
4-Jun-98,293.7,292.95,293.7,293.7,0.19%
3-Jun-98,293.15,291.35,293.15,293.15,0.60%
2-Jun-98,291.4,288.2,291.4,291.4,1.02%
1-Jun-98,288.45,293.1,288.45,288.45,-1.54%
29-May-98,292.95,293,292.95,292.95,-0.05%
28-May-98,293.1,294,293.1,293.1,-0.26%
27-May-98,293.85,295.1,293.85,293.85,-0.58%
26-May-98,295.55,299.55,295.55,295.55,-1.40%
25-May-98,299.75,299.6,299.75,299.75,-0.03%
22-May-98,299.85,301.75,299.85,299.85,-0.43%
21-May-98,301.15,299.45,301.15,301.15,0.50%
20-May-98,299.65,298.55,299.65,299.65,0.33%
19-May-98,298.65,299.25,298.65,298.65,-0.30%
18-May-98,299.55,301,299.55,299.55,-0.56%
15-May-98,301.25,298.9,301.25,301.25,0.70%
14-May-98,299.15,298.55,299.15,299.15,0.23%
13-May-98,298.45,298,298.45,298.45,0.18%
12-May-98,297.9,300.2,297.9,297.9,-0.82%
11-May-98,300.35,299.65,300.35,300.35,0.17%
8-May-98,299.85,298.6,299.85,299.85,0.44%
7-May-98,298.55,300.6,298.55,298.55,-0.73%
6-May-98,300.75,303.25,300.75,300.75,-0.86%
5-May-98,303.35,303.75,303.35,303.35,-0.33%
4-May-98,304.35,302.75,304.35,304.35,0.69%
1-May-98,302.25,306.85,302.25,302.25,-1.43%
30-Apr-98,306.65,310.15,306.65,306.65,-1.16%
29-Apr-98,310.25,308.05,310.25,310.25,0.75%
28-Apr-98,307.95,309.85,307.95,307.95,-0.55%
27-Apr-98,309.65,312.45,309.65,309.65,-0.96%
24-Apr-98,312.65,314.1,312.65,312.65,-0.45%
23-Apr-98,314.05,312.85,314.05,314.05,0.26%
22-Apr-98,313.25,310.65,313.25,313.25,0.80%
21-Apr-98,310.75,307.85,310.75,310.75,0.91%
20-Apr-98,307.95,306.95,307.95,307.95,0.06%
17-Apr-98,307.75,308.15,307.75,307.75,-0.13%
16-Apr-98,308.15,306.95,308.15,308.15,0.29%
15-Apr-98,307.25,308.35,307.25,307.25,-0.32%
14-Apr-98,308.25,310.85,308.25,308.25,-0.87%
13-Apr-98,310.95,310.5,310.95,310.95,0.06%
10-Apr-98,310.75,308.5,310.75,310.75,0.75%
9-Apr-98,308.45,309.3,308.45,308.45,-0.29%
8-Apr-98,309.35,310.05,309.35,309.35,-0.13%
7-Apr-98,309.75,309.35,309.75,309.75,0.23%
6-Apr-98,309.05,308.05,309.05,309.05,0.26%
3-Apr-98,308.25,302.1,308.25,308.25,1.99%
2-Apr-98,302.25,299.75,302.25,302.25,0.83%
1-Apr-98,299.75,300.95,299.75,299.75,-0.40%
31-Mar-98,300.95,301.4,300.95,300.95,-0.23%
30-Mar-98,301.65,302.75,301.65,301.65,-0.40%
27-Mar-98,302.85,301.1,302.85,302.85,0.43%
26-Mar-98,301.55,299.35,301.55,301.55,0.84%
25-Mar-98,299.05,299.25,299.05,299.05,-0.20%
24-Mar-98,299.65,298.35,299.65,299.65,0.23%
23-Mar-98,298.95,291.75,298.95,298.95,2.47%
20-Mar-98,291.75,291.3,291.75,291.75,0.07%
19-Mar-98,291.55,291.45,291.55,291.55,0.14%
18-Mar-98,291.15,292.05,291.15,291.15,-0.27%
17-Mar-98,291.95,294.45,291.95,291.95,-0.88%
16-Mar-98,294.55,295.5,294.55,294.55,-0.27%
13-Mar-98,295.35,294.45,295.35,295.35,0.27%
12-Mar-98,294.55,294.6,294.55,294.55,-0.02%
11-Mar-98,294.6,295.75,294.6,294.6,-0.47%
10-Mar-98,296,294.3,296,296,0.53%
9-Mar-98,294.45,294.15,294.45,294.45,0.00%
6-Mar-98,294.45,293.5,294.45,294.45,0.34%
5-Mar-98,293.45,296,293.45,293.45,-0.88%
4-Mar-98,296.05,297.55,296.05,296.05,-0.60%
3-Mar-98,297.85,299.5,297.85,297.85,-0.62%
2-Mar-98,299.7,299.4,299.7,299.7,0.18%
27-Feb-98,299.15,294.6,299.15,299.15,1.53%
26-Feb-98,294.65,291.85,294.65,294.65,0.89%
25-Feb-98,292.05,291.85,292.05,292.05,0.21%
24-Feb-98,291.45,293.45,291.45,291.45,-0.68%
23-Feb-98,293.45,296.75,293.45,293.45,-1.28%
20-Feb-98,297.25,298.85,297.25,297.25,-0.57%
19-Feb-98,298.95,297.85,298.95,298.95,0.47%
18-Feb-98,297.55,297.45,297.55,297.55,-0.15%
17-Feb-98,298,298.45,298,298,-0.08%
16-Feb-98,298.25,299.55,298.25,298.25,-0.53%
13-Feb-98,299.85,298.6,299.85,299.85,0.37%
12-Feb-98,298.75,300.45,298.75,298.75,-0.43%
11-Feb-98,300.05,300.55,300.05,300.05,-0.13%
10-Feb-98,300.45,299.8,300.45,300.45,0.23%
9-Feb-98,299.75,298.05,299.75,299.75,0.54%
6-Feb-98,298.15,298.75,298.15,298.15,-0.17%
5-Feb-98,298.65,299.1,298.65,298.65,-0.23%
4-Feb-98,299.35,295.45,299.35,299.35,1.35%
3-Feb-98,295.35,303,295.35,295.35,-2.51%
2-Feb-98,302.95,302.85,302.95,302.95,0.17%
30-Jan-98,302.45,302.25,302.45,302.45,-0.13%
29-Jan-98,302.85,305.5,302.85,302.85,-0.70%
28-Jan-98,305,300.6,305,305,1.41%
27-Jan-98,300.75,297.5,300.75,300.75,1.25%
26-Jan-98,297.05,298.75,297.05,297.05,-0.86%
23-Jan-98,299.62,290.88,299.62,299.62,3.16%
22-Jan-98,290.45,293,290.45,290.45,-0.72%
21-Jan-98,292.55,291.35,292.55,292.55,0.72%
20-Jan-98,290.45,287.55,290.45,290.45,1.01%
19-Jan-98,287.55,290.55,287.55,287.55,-0.90%
16-Jan-98,290.15,286.25,290.15,290.15,1.61%
15-Jan-98,285.55,281.45,285.55,285.55,1.28%
14-Jan-98,281.95,283.15,281.95,281.95,-0.28%
13-Jan-98,282.75,277.8,282.75,282.75,1.65%
12-Jan-98,278.15,278.35,278.15,278.15,-0.18%
9-Jan-98,278.65,281.05,278.65,278.65,-0.82%
8-Jan-98,280.95,283.25,280.95,280.95,-1.02%
7-Jan-98,283.85,280.75,283.85,283.85,0.85%
6-Jan-98,281.45,281.85,281.45,281.45,-0.14%
5-Jan-98,281.85,287.65,281.85,281.85,-2.22%
2-Jan-98,288.25,288.85,288.25,288.25,-0.28%
31-Dec-97,289.05,290.45,289.05,289.05,-0.52%
30-Dec-97,290.55,291.25,290.55,290.55,-0.17%
29-Dec-97,291.05,295.25,291.05,291.05,-1.29%
26-Dec-97,294.85,296.25,294.85,294.85,-0.64%
25-Dec-97,296.75,296.5,296.75,296.75,0.10%
24-Dec-97,296.45,294.05,296.45,296.45,0.82%
23-Dec-97,294.05,291.55,294.05,294.05,1.03%
22-Dec-97,291.05,289.25,291.05,291.05,0.69%
19-Dec-97,289.05,287.05,289.05,289.05,0.59%
18-Dec-97,287.35,288.15,287.35,287.35,-0.62%
17-Dec-97,289.15,284.05,289.15,289.15,1.97%
16-Dec-97,283.55,284.05,283.55,283.55,-0.28%
15-Dec-97,284.35,282.55,284.35,284.35,0.53%
12-Dec-97,282.85,283.95,282.85,282.85,-0.42%
11-Dec-97,284.05,286.75,284.05,284.05,-0.91%
10-Dec-97,286.65,283.15,286.65,286.65,1.38%
9-Dec-97,282.75,287.55,282.75,282.75,-1.77%
8-Dec-97,287.85,288.15,287.85,287.85,-0.14%
5-Dec-97,288.25,286.25,288.25,288.25,0.70%
4-Dec-97,286.25,292.15,286.25,286.25,-2.09%
3-Dec-97,292.35,293.5,292.35,292.35,-0.51%
2-Dec-97,293.85,293.65,293.85,293.85,0.00%
1-Dec-97,293.85,297.25,293.85,293.85,-1.06%
28-Nov-97,297,295.95,297,297,0.34%
27-Nov-97,296,296.8,296,296,-0.25%
26-Nov-97,296.75,299.8,296.75,296.75,-1.20%
25-Nov-97,300.35,302.85,300.35,300.35,-0.86%
24-Nov-97,302.95,304.85,302.95,302.95,-0.66%
21-Nov-97,304.95,303.25,304.95,304.95,0.69%
20-Nov-97,302.85,304.25,302.85,302.85,-0.39%
19-Nov-97,304.05,306.15,304.05,304.05,-0.88%
18-Nov-97,306.75,303.85,306.75,306.75,0.95%
17-Nov-97,303.85,303.25,303.85,303.85,0.16%
14-Nov-97,303.35,308.15,303.35,303.35,-1.46%
13-Nov-97,307.85,307.45,307.85,307.85,0.13%
12-Nov-97,307.45,309.75,307.45,307.45,-0.74%
11-Nov-97,309.75,310.15,309.75,309.75,-0.13%
10-Nov-97,310.15,309.75,310.15,310.15,-0.03%
7-Nov-97,310.25,312.5,310.25,310.25,-0.70%
6-Nov-97,312.45,313.45,312.45,312.45,-0.35%
5-Nov-97,313.55,313.95,313.55,313.55,-0.10%
4-Nov-97,313.85,313.7,313.85,313.85,0.13%
3-Nov-97,313.45,311.75,313.45,313.45,0.64%
31-Oct-97,311.45,316.25,311.45,311.45,-1.58%
30-Oct-97,316.45,313.35,316.45,316.45,0.83%
29-Oct-97,313.85,316.25,313.85,313.85,-0.60%
28-Oct-97,315.75,311.25,315.75,315.75,1.25%
27-Oct-97,311.85,309.25,311.85,311.85,0.92%
24-Oct-97,309,323.5,309,309,-4.53%
23-Oct-97,323.65,322.6,323.65,323.65,0.37%
22-Oct-97,322.45,322.75,322.45,322.45,-0.08%
21-Oct-97,322.7,323.5,322.7,322.7,-0.29%
20-Oct-97,323.65,325.25,323.65,323.65,-0.49%
17-Oct-97,325.25,326.1,325.25,325.25,-0.18%
16-Oct-97,325.85,326.85,325.85,325.85,-0.34%
15-Oct-97,326.95,327.95,326.95,326.95,-0.30%
14-Oct-97,327.95,328.75,327.95,327.95,-0.15%
13-Oct-97,328.45,329.95,328.45,328.45,-0.36%
10-Oct-97,329.65,327.45,329.65,329.65,0.58%
9-Oct-97,327.75,333.55,327.75,327.75,-1.65%
8-Oct-97,333.25,331.25,333.25,333.25,0.54%
7-Oct-97,331.45,332.3,331.45,331.45,-0.33%
6-Oct-97,332.55,334.55,332.55,332.55,-0.69%
3-Oct-97,334.85,331.35,334.85,334.85,1.03%
2-Oct-97,331.45,333.65,331.45,331.45,-0.69%
1-Oct-97,333.75,333.65,333.75,333.75,-0.21%
30-Sep-97,334.45,328,334.45,334.45,1.89%
29-Sep-97,328.25,326.15,328.25,328.25,0.46%
26-Sep-97,326.75,326.65,326.75,326.75,-0.12%
25-Sep-97,327.15,323.25,327.15,327.15,1.25%
24-Sep-97,323.1,321.65,323.1,323.1,0.36%
23-Sep-97,321.95,321.15,321.95,321.95,0.22%
22-Sep-97,321.25,320.85,321.25,321.25,0.12%
19-Sep-97,320.85,320.75,320.85,320.85,0.06%
18-Sep-97,320.65,320.45,320.65,320.65,0.12%
17-Sep-97,320.25,320.75,320.25,320.25,-0.16%
16-Sep-97,320.75,322.85,320.75,320.75,-0.71%
15-Sep-97,323.05,323.6,323.05,323.05,-0.34%
12-Sep-97,324.15,324.1,324.15,324.15,-0.03%
11-Sep-97,324.25,321.65,324.25,324.25,0.78%
10-Sep-97,321.75,321.25,321.75,321.75,0.08%
9-Sep-97,321.5,321.75,321.5,321.5,-0.14%
8-Sep-97,321.95,322.5,321.95,321.95,-0.19%
5-Sep-97,322.55,321.45,322.55,322.55,0.31%
4-Sep-97,321.55,322,321.55,321.55,-0.14%
3-Sep-97,322,322.4,322,322,-0.16%
2-Sep-97,322.5,324.45,322.5,322.5,-0.63%
1-Sep-97,324.55,324.15,324.55,324.55,0.12%
29-Aug-97,324.15,324.55,324.15,324.15,0.06%
28-Aug-97,323.95,325.65,323.95,323.95,-0.46%
27-Aug-97,325.45,325.75,325.45,325.45,-0.14%
26-Aug-97,325.9,324.5,325.9,325.9,0.37%
25-Aug-97,324.7,326.25,324.7,324.7,-0.54%
22-Aug-97,326.45,323.5,326.45,326.45,0.79%
21-Aug-97,323.88,321.88,323.88,323.88,0.76%
20-Aug-97,321.45,323,321.45,321.45,-0.56%
19-Aug-97,323.25,321.75,323.25,323.25,0.59%
18-Aug-97,321.35,326.75,321.35,321.35,-1.44%
15-Aug-97,326.05,324.1,326.05,326.05,0.62%
14-Aug-97,324.05,327.05,324.05,324.05,-0.95%
13-Aug-97,327.15,327.25,327.15,327.15,0.03%
12-Aug-97,327.05,328.35,327.05,327.05,-0.43%
11-Aug-97,328.45,326.5,328.45,328.45,0.40%
8-Aug-97,327.15,321.55,327.15,327.15,1.62%
7-Aug-97,321.95,318.6,321.95,321.95,1.07%
6-Aug-97,318.55,320.35,318.55,318.55,-0.69%
5-Aug-97,320.75,323.85,320.75,320.75,-0.97%
4-Aug-97,323.9,324.8,323.9,323.9,-0.23%
1-Aug-97,324.65,324.65,324.65,324.65,0.03%
31-Jul-97,324.55,326.15,324.55,324.55,-0.46%
30-Jul-97,326.05,326.1,326.05,326.05,0.03%
29-Jul-97,325.95,328,325.95,325.95,-0.81%
28-Jul-97,328.62,325.82,328.62,328.62,0.80%
25-Jul-97,326,323.25,326,326,0.81%
24-Jul-97,323.38,323.18,323.38,323.38,0.09%
23-Jul-97,323.1,324.25,323.1,323.1,-0.66%
22-Jul-97,325.25,325.55,325.25,325.25,-0.09%
21-Jul-97,325.55,328.25,325.55,325.55,-1.03%
18-Jul-97,328.95,323.65,328.95,328.95,1.61%
17-Jul-97,323.75,317.85,323.75,323.75,1.79%
16-Jul-97,318.05,317.35,318.05,318.05,0.00%
15-Jul-97,318.05,319.7,318.05,318.05,-0.52%
14-Jul-97,319.7,321.45,319.7,319.7,-0.51%
11-Jul-97,321.35,319.75,321.35,321.35,0.47%
10-Jul-97,319.85,318.45,319.85,319.85,0.53%
9-Jul-97,318.15,318.75,318.15,318.15,-0.53%
8-Jul-97,319.85,317.65,319.85,319.85,0.58%
7-Jul-97,318,323.4,318,318,-2.00%
4-Jul-97,324.5,324.75,324.5,324.5,-0.38%
3-Jul-97,325.75,331.75,325.75,325.75,-1.69%
2-Jul-97,331.35,334.25,331.35,331.35,-0.87%
1-Jul-97,334.25,333.95,334.25,334.25,0.09%
30-Jun-97,333.95,335,333.95,333.95,-0.21%
27-Jun-97,334.65,338.35,334.65,334.65,-1.06%
26-Jun-97,338.25,337.35,338.25,338.25,0.27%
25-Jun-97,337.35,337.35,337.35,337.35,-0.12%
24-Jun-97,337.75,340.25,337.75,337.75,-0.59%
23-Jun-97,339.75,337.35,339.75,339.75,0.62%
20-Jun-97,337.65,340.25,337.65,337.65,-0.79%
19-Jun-97,340.35,339.25,340.35,340.35,0.32%
18-Jun-97,339.25,341.75,339.25,339.25,-0.73%
17-Jun-97,341.75,342.25,341.75,341.75,-0.26%
16-Jun-97,342.65,341.25,342.65,342.65,0.47%
13-Jun-97,341.05,341.65,341.05,341.05,-0.15%
12-Jun-97,341.55,343.65,341.55,341.55,-0.58%
11-Jun-97,343.55,344.2,343.55,343.55,-0.15%
10-Jun-97,344.05,344.15,344.05,344.05,-0.04%
9-Jun-97,344.2,343.75,344.2,344.2,0.22%
6-Jun-97,343.45,343.5,343.45,343.45,0.03%
5-Jun-97,343.35,341.45,343.35,343.35,0.62%
4-Jun-97,341.25,343.35,341.25,341.25,-0.58%
3-Jun-97,343.25,343.65,343.25,343.25,-0.07%
2-Jun-97,343.5,344.7,343.5,343.5,-0.33%
30-May-97,344.65,345.85,344.65,344.65,-0.32%
29-May-97,345.75,344.5,345.75,345.75,0.26%
28-May-97,344.85,343.95,344.85,344.85,0.23%
27-May-97,344.05,343,344.05,344.05,0.31%
26-May-97,343,342.65,343,343,0.12%
23-May-97,342.6,342.75,342.6,342.6,-0.01%
22-May-97,342.65,343.1,342.65,342.65,-0.09%
21-May-97,342.95,343.15,342.95,342.95,-0.04%
20-May-97,343.1,341,343.1,343.1,0.45%
19-May-97,341.55,344.45,341.55,341.55,-0.73%
16-May-97,344.05,347.25,344.05,344.05,-0.98%
15-May-97,347.45,347.35,347.45,347.45,-0.10%
14-May-97,347.8,349.25,347.8,347.8,-0.49%
13-May-97,349.5,347.55,349.5,349.5,0.53%
12-May-97,347.65,348.35,347.65,347.65,-0.11%
9-May-97,348.05,343.65,348.05,348.05,1.25%
8-May-97,343.75,341.65,343.75,343.75,0.67%
7-May-97,341.45,340.35,341.45,341.45,0.29%
6-May-97,340.45,342.75,340.45,340.45,-0.70%
5-May-97,342.85,340.25,342.85,342.85,0.76%
2-May-97,340.25,340.35,340.25,340.25,-0.06%
1-May-97,340.45,339.55,340.45,340.45,0.32%
30-Apr-97,339.35,339.95,339.35,339.35,-0.18%
29-Apr-97,339.95,339.75,339.95,339.95,0.09%
28-Apr-97,339.65,342.05,339.65,339.65,-0.73%
25-Apr-97,342.15,340.55,342.15,342.15,0.41%
24-Apr-97,340.75,341.35,340.75,340.75,-0.18%
23-Apr-97,341.35,341.35,341.35,341.35,0.01%
22-Apr-97,341.3,342.7,341.3,341.3,-0.47%
21-Apr-97,342.9,341.45,342.9,342.9,0.42%
18-Apr-97,341.45,342.45,341.45,341.45,-0.32%
17-Apr-97,342.55,341.45,342.55,342.55,0.29%
16-Apr-97,341.55,341.9,341.55,341.55,-0.15%
15-Apr-97,342.05,346.3,342.05,342.05,-1.21%
14-Apr-97,346.25,346.75,346.25,346.25,-0.20%
11-Apr-97,346.95,348.65,346.95,346.95,-0.49%
10-Apr-97,348.65,347.85,348.65,348.65,0.17%
9-Apr-97,348.05,348.35,348.05,348.05,-0.14%
8-Apr-97,348.55,348.15,348.55,348.55,0.14%
7-Apr-97,348.05,348.75,348.05,348.05,-0.20%
4-Apr-97,348.75,348.85,348.75,348.75,-0.03%
3-Apr-97,348.85,349.25,348.85,348.85,-0.06%
2-Apr-97,349.05,352,349.05,349.05,-0.82%
1-Apr-97,351.95,351.15,351.95,351.95,0.23%
31-Mar-97,351.15,349.75,351.15,351.15,0.40%
28-Mar-97,349.75,349.5,349.75,349.75,0.09%
27-Mar-97,349.45,350.35,349.45,349.45,-0.26%
26-Mar-97,350.35,347.7,350.35,350.35,0.72%
25-Mar-97,347.85,349.85,347.85,347.85,-0.61%
24-Mar-97,350,352.75,350,350,-0.81%
21-Mar-97,352.85,351.5,352.85,352.85,0.38%
20-Mar-97,351.5,352.05,351.5,351.5,-0.14%
19-Mar-97,352,349.8,352,352,0.73%
18-Mar-97,349.45,347.5,349.45,349.45,0.49%
17-Mar-97,347.75,352.25,347.75,347.75,-1.28%
14-Mar-97,352.25,354.1,352.25,352.25,-0.37%
13-Mar-97,353.55,352.2,353.55,353.55,0.41%
12-Mar-97,352.1,353.55,352.1,352.1,-0.41%
11-Mar-97,353.55,351.5,353.55,353.55,0.48%
10-Mar-97,351.85,348.85,351.85,351.85,0.89%
7-Mar-97,348.75,352.25,348.75,348.75,-0.97%
6-Mar-97,352.15,352.95,352.15,352.15,-0.23%
5-Mar-97,352.95,359.05,352.95,352.95,-1.67%
4-Mar-97,358.95,361.85,358.95,358.95,-0.82%
3-Mar-97,361.9,363.7,361.9,361.9,-0.37%
28-Feb-97,363.25,359.25,363.25,363.25,1.14%
27-Feb-97,359.15,354.15,359.15,359.15,1.38%
26-Feb-97,354.25,354.25,354.25,354.25,0.00%
25-Feb-97,354.25,353.45,354.25,354.25,0.28%
24-Feb-97,353.25,351.8,353.25,353.25,0.28%
21-Feb-97,352.25,350.75,352.25,352.25,0.50%
20-Feb-97,350.5,345.05,350.5,350.5,1.52%
19-Feb-97,345.25,345.65,345.25,345.25,-0.17%
18-Feb-97,345.85,343.95,345.85,345.85,0.46%
17-Feb-97,344.25,345.1,344.25,344.25,-0.15%
14-Feb-97,344.75,341.25,344.75,344.75,1.10%
13-Feb-97,341,342.55,341,341,-0.55%
12-Feb-97,342.9,339.65,342.9,342.9,0.90%
11-Feb-97,339.85,341.5,339.85,339.85,-0.45%
10-Feb-97,341.4,342.4,341.4,341.4,-0.10%
7-Feb-97,341.75,342.65,341.75,341.75,-0.38%
6-Feb-97,343.05,344.25,343.05,343.05,-0.38%
5-Feb-97,344.35,344.35,344.35,344.35,0.00%
4-Feb-97,344.35,346.65,344.35,344.35,-0.66%
3-Feb-97,346.65,344.65,346.65,346.65,0.67%
31-Jan-97,344.35,345.55,344.35,344.35,-0.38%
30-Jan-97,345.65,351.1,345.65,345.65,-1.59%
29-Jan-97,351.25,353.25,351.25,351.25,-0.57%
28-Jan-97,353.25,356.25,353.25,353.25,-0.84%
27-Jan-97,356.25,352.75,356.25,356.25,1.11%
24-Jan-97,352.35,352.05,352.35,352.35,0.11%
23-Jan-97,351.95,350.85,351.95,351.95,0.34%
22-Jan-97,350.75,352.95,350.75,350.75,-0.62%
21-Jan-97,352.95,353.35,352.95,352.95,-0.17%
20-Jan-97,353.55,355.45,353.55,353.55,-0.56%
17-Jan-97,355.55,354.55,355.55,355.55,0.28%
16-Jan-97,354.55,352.5,354.55,354.55,0.58%
